label,angry,bored,disgust,happy,sad,shy,stressed,surprised
happy,0.00,0.00,0.00,0.95,0.00,0.05,0.00,0.00
happy,0.00,0.00,0.00,0.97,0.00,0.03,0.00,0.00
happy,0.00,0.01,0.00,0.60,0.17,0.21,0.01,0.00
happy,0.00,0.00,0.01,0.59,0.26,0.14,0.00,0.00
happy,0.00,0.01,0.00,0.55,0.26,0.18,0.00,0.00
happy,0.00,0.00,0.00,0.63,0.10,0.27,0.00,0.00
happy,0.00,0.01,0.00,0.37,0.30,0.31,0.00,0.00
sad,0.00,0.00,0.00,0.33,0.50,0.17,0.00,0.00
happy,0.00,0.00,0.00,0.45,0.25,0.29,0.00,0.00
happy,0.00,0.00,0.00,0.45,0.32,0.23,0.00,0.00
sad,0.00,0.00,0.00,0.40,0.43,0.17,0.00,0.00
happy,0.00,0.00,0.00,0.47,0.38,0.15,0.00,0.00
sad,0.00,0.00,0.00,0.35,0.62,0.03,0.00,0.00
sad,0.00,0.00,0.00,0.33,0.62,0.06,0.00,0.00
sad,0.00,0.00,0.00,0.31,0.58,0.11,0.00,0.00
sad,0.00,0.00,0.00,0.39,0.45,0.16,0.00,0.00
happy,0.00,0.00,0.00,0.48,0.30,0.23,0.00,0.00
happy,0.00,0.00,0.00,0.46,0.31,0.23,0.00,0.00
happy,0.00,0.00,0.00,0.43,0.25,0.33,0.00,0.00
happy,0.00,0.00,0.00,0.41,0.26,0.33,0.00,0.00
shy,0.00,0.00,0.00,0.28,0.15,0.57,0.00,0.00
shy,0.00,0.00,0.00,0.26,0.11,0.63,0.00,0.00
shy,0.00,0.00,0.00,0.26,0.12,0.63,0.00,0.00
shy,0.00,0.00,0.00,0.16,0.13,0.71,0.00,0.00
shy,0.00,0.00,0.00,0.12,0.13,0.75,0.00,0.00
shy,0.00,0.00,0.00,0.16,0.12,0.73,0.00,0.00
shy,0.00,0.00,0.00,0.14,0.10,0.76,0.00,0.00
shy,0.00,0.00,0.00,0.24,0.12,0.64,0.00,0.00
shy,0.00,0.00,0.00,0.34,0.10,0.56,0.00,0.00
shy,0.00,0.00,0.00,0.26,0.09,0.66,0.00,0.00
shy,0.00,0.00,0.00,0.22,0.08,0.70,0.00,0.00
shy,0.00,0.00,0.00,0.30,0.09,0.61,0.00,0.00
shy,0.00,0.00,0.00,0.36,0.09,0.55,0.00,0.00
shy,0.00,0.00,0.00,0.39,0.14,0.47,0.00,0.00
shy,0.00,0.00,0.00,0.42,0.14,0.43,0.00,0.00
happy,0.00,0.00,0.00,0.53,0.16,0.31,0.00,0.00
happy,0.00,0.00,0.00,0.56,0.18,0.27,0.00,0.00
happy,0.00,0.00,0.00,0.50,0.20,0.31,0.00,0.00
happy,0.00,0.00,0.00,0.55,0.23,0.22,0.00,0.00
happy,0.00,0.00,0.00,0.56,0.24,0.21,0.00,0.00
happy,0.00,0.00,0.00,0.61,0.20,0.19,0.00,0.00
happy,0.00,0.00,0.00,0.60,0.21,0.19,0.00,0.00
happy,0.00,0.00,0.00,0.58,0.24,0.18,0.00,0.00
happy,0.00,0.00,0.00,0.57,0.27,0.16,0.00,0.00
happy,0.00,0.00,0.00,0.59,0.22,0.18,0.00,0.00
happy,0.00,0.00,0.00,0.57,0.23,0.20,0.00,0.00
happy,0.00,0.00,0.00,0.53,0.28,0.18,0.00,0.00
happy,0.00,0.00,0.00,0.53,0.27,0.20,0.00,0.00
happy,0.00,0.00,0.00,0.54,0.25,0.21,0.00,0.00
happy,0.00,0.00,0.00,0.39,0.29,0.32,0.00,0.00
happy,0.00,0.00,0.00,0.45,0.30,0.25,0.00,0.00
happy,0.00,0.00,0.00,0.38,0.37,0.24,0.00,0.00
sad,0.00,0.00,0.00,0.36,0.42,0.22,0.00,0.00
happy,0.00,0.00,0.01,0.47,0.46,0.07,0.00,0.00
happy,0.01,0.00,0.00,0.67,0.04,0.21,0.00,0.08
shy,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00
shy,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00
shy,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00
shy,0.00,0.00,0.00,0.00,0.00,0.99,0.00,0.00
sad,0.00,0.00,0.00,0.20,0.79,0.01,0.00,0.00
sad,0.00,0.01,0.00,0.44,0.55,0.00,0.00,0.00
sad,0.00,0.00,0.00,0.01,0.97,0.02,0.00,0.00
happy,0.00,0.00,0.00,0.99,0.01,0.00,0.00,0.00
sad,0.00,0.00,0.00,0.25,0.75,0.00,0.00,0.00
sad,0.00,0.00,0.00,0.36,0.64,0.00,0.00,0.00
sad,0.00,0.00,0.00,0.45,0.55,0.00,0.00,0.00
happy,0.00,0.00,0.00,0.96,0.04,0.00,0.00,0.00
happy,0.00,0.00,0.00,0.99,0.01,0.00,0.00,0.00
happy,0.00,0.00,0.00,0.99,0.01,0.00,0.00,0.00
happy,0.00,0.01,0.00,0.95,0.04,0.00,0.00,0.00
happy,0.00,0.01,0.00,0.95,0.04,0.00,0.00,0.00
happy,0.00,0.01,0.00,0.97,0.01,0.00,0.00,0.00
happy,0.00,0.00,0.00,0.97,0.01,0.01,0.00,0.00
happy,0.00,0.00,0.00,0.64,0.03,0.33,0.00,0.00
shy,0.00,0.00,0.00,0.45,0.07,0.48,0.00,0.00
shy,0.00,0.00,0.00,0.22,0.17,0.61,0.00,0.00
shy,0.00,0.00,0.00,0.16,0.13,0.71,0.00,0.00
shy,0.00,0.00,0.00,0.08,0.25,0.66,0.00,0.00
shy,0.00,0.00,0.00,0.21,0.10,0.68,0.00,0.00
shy,0.00,0.00,0.00,0.15,0.09,0.76,0.00,0.00
shy,0.00,0.00,0.00,0.28,0.02,0.70,0.00,0.00
happy,0.00,0.00,0.00,0.59,0.07,0.34,0.00,0.00
happy,0.00,0.00,0.00,0.55,0.21,0.24,0.00,0.00
happy,0.00,0.00,0.00,0.54,0.08,0.37,0.00,0.00
happy,0.00,0.00,0.00,0.55,0.07,0.38,0.00,0.00
happy,0.00,0.00,0.00,0.58,0.10,0.33,0.00,0.00
happy,0.00,0.00,0.00,0.70,0.05,0.25,0.00,0.00
happy,0.00,0.00,0.00,0.73,0.08,0.19,0.00,0.00
happy,0.00,0.00,0.00,0.79,0.03,0.17,0.00,0.00
surprised,0.07,0.01,0.01,0.16,0.00,0.01,0.00,0.73
surprised,0.00,0.00,0.00,0.03,0.00,0.00,0.00,0.96
surprised,0.03,0.01,0.00,0.26,0.00,0.00,0.00,0.68
happy,0.02,0.02,0.00,0.61,0.01,0.00,0.00,0.34
happy,0.04,0.00,0.00,0.89,0.02,0.00,0.00,0.05
happy,0.00,0.00,0.00,0.97,0.03,0.00,0.00,0.00
happy,0.00,0.00,0.00,0.99,0.01,0.00,0.00,0.00
happy,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00
happy,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00
happy,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00
happy,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00
happy,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00
happy,0.00,0.00,0.00,0.77,0.23,0.00,0.00,0.00
happy,0.00,0.00,0.00,0.99,0.01,0.00,0.00,0.00
happy,0.00,0.00,0.00,0.91,0.09,0.00,0.00,0.00
happy,0.00,0.00,0.00,0.99,0.01,0.00,0.00,0.00
happy,0.00,0.00,0.00,0.86,0.14,0.00,0.00,0.00
happy,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00
sad,0.00,0.00,0.00,0.02,0.98,0.00,0.00,0.00
sad,0.00,0.00,0.00,0.07,0.93,0.00,0.00,0.00
sad,0.00,0.00,0.00,0.14,0.86,0.00,0.00,0.00
sad,0.00,0.00,0.00,0.25,0.75,0.00,0.00,0.00
happy,0.00,0.00,0.00,0.63,0.37,0.00,0.00,0.00
happy,0.00,0.00,0.00,0.72,0.28,0.00,0.00,0.00
happy,0.00,0.00,0.00,0.98,0.02,0.00,0.00,0.00
happy,0.00,0.00,0.00,0.97,0.03,0.00,0.00,0.00
happy,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00
happy,0.00,0.00,0.00,0.99,0.01,0.00,0.00,0.00
happy,0.00,0.00,0.00,0.99,0.01,0.00,0.00,0.00
happy,0.06,0.00,0.01,0.83,0.05,0.03,0.00,0.01
happy,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00
happy,0.00,0.05,0.00,0.93,0.02,0.00,0.00,0.00
happy,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00
happy,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00
happy,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00
happy,0.11,0.03,0.01,0.83,0.00,0.00,0.01,0.00
happy,0.09,0.00,0.08,0.67,0.04,0.04,0.03,0.05
surprised,0.15,0.01,0.25,0.02,0.01,0.00,0.07,0.49
angry,0.83,0.01,0.04,0.01,0.01,0.00,0.02,0.09
angry,0.43,0.35,0.00,0.03,0.17,0.00,0.01,0.01
bored,0.43,0.50,0.00,0.04,0.02,0.00,0.00,0.00
bored,0.46,0.51,0.00,0.01,0.02,0.00,0.00,0.00
angry,0.99,0.00,0.00,0.00,0.01,0.00,0.00,0.00
angry,0.83,0.01,0.00,0.00,0.11,0.01,0.04,0.00
sad,0.38,0.07,0.00,0.13,0.41,0.00,0.01,0.00
sad,0.19,0.02,0.00,0.05,0.74,0.00,0.00,0.00
sad,0.02,0.00,0.00,0.01,0.96,0.00,0.00,0.00
sad,0.01,0.00,0.00,0.01,0.98,0.00,0.00,0.00
angry,0.57,0.00,0.00,0.06,0.18,0.18,0.01,0.00
sad,0.02,0.00,0.00,0.03,0.90,0.05,0.00,0.00
sad,0.01,0.00,0.00,0.03,0.91,0.04,0.00,0.00
sad,0.01,0.00,0.00,0.00,0.98,0.01,0.00,0.00
sad,0.01,0.00,0.00,0.01,0.97,0.01,0.00,0.00
sad,0.01,0.00,0.00,0.01,0.97,0.01,0.00,0.00
sad,0.00,0.00,0.00,0.00,0.99,0.00,0.00,0.00
sad,0.00,0.00,0.00,0.00,0.99,0.00,0.00,0.00
sad,0.09,0.00,0.00,0.01,0.88,0.02,0.00,0.00
sad,0.09,0.00,0.00,0.01,0.88,0.02,0.00,0.00
sad,0.24,0.00,0.00,0.02,0.71,0.03,0.00,0.00
sad,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00
sad,0.14,0.00,0.00,0.01,0.85,0.01,0.00,0.00
sad,0.08,0.00,0.00,0.01,0.90,0.01,0.00,0.00
sad,0.01,0.00,0.00,0.00,0.98,0.00,0.00,0.00
sad,0.03,0.00,0.00,0.00,0.96,0.00,0.00,0.00
sad,0.03,0.01,0.00,0.01,0.94,0.00,0.00,0.01
sad,0.04,0.00,0.00,0.01,0.90,0.00,0.00,0.05
angry,0.71,0.00,0.00,0.01,0.24,0.00,0.03,0.00
angry,0.97,0.00,0.00,0.00,0.02,0.00,0.01,0.00
angry,0.99,0.00,0.00,0.00,0.00,0.00,0.01,0.00
bored,0.05,0.77,0.01,0.00,0.01,0.00,0.16,0.00
bored,0.03,0.65,0.01,0.00,0.00,0.00,0.31,0.00
bored,0.13,0.51,0.00,0.00,0.06,0.00,0.29,0.01
sad,0.02,0.00,0.00,0.01,0.85,0.05,0.01,0.05
angry,0.99,0.00,0.00,0.00,0.00,0.00,0.00,0.00
angry,0.99,0.00,0.00,0.00,0.00,0.00,0.00,0.00
sad,0.02,0.00,0.00,0.00,0.97,0.00,0.00,0.00
sad,0.03,0.01,0.00,0.01,0.96,0.00,0.00,0.00
sad,0.02,0.00,0.00,0.03,0.93,0.01,0.00,0.00
sad,0.02,0.01,0.00,0.02,0.94,0.01,0.00,0.00
sad,0.02,0.01,0.00,0.02,0.95,0.01,0.00,0.00
sad,0.02,0.01,0.00,0.03,0.93,0.01,0.00,0.00
sad,0.01,0.00,0.00,0.01,0.97,0.01,0.00,0.00
sad,0.01,0.01,0.00,0.02,0.95,0.01,0.00,0.00
sad,0.02,0.01,0.00,0.04,0.90,0.03,0.00,0.00
sad,0.01,0.01,0.00,0.02,0.93,0.02,0.00,0.00
sad,0.00,0.01,0.00,0.01,0.97,0.02,0.00,0.00
sad,0.00,0.00,0.00,0.00,0.99,0.01,0.00,0.00
sad,0.00,0.00,0.00,0.00,0.99,0.01,0.00,0.00
sad,0.00,0.00,0.00,0.00,0.99,0.01,0.00,0.00
sad,0.00,0.00,0.00,0.00,0.99,0.01,0.00,0.00
sad,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00
sad,0.00,0.00,0.00,0.00,0.97,0.03,0.00,0.00
sad,0.00,0.09,0.00,0.00,0.84,0.06,0.00,0.00
sad,0.29,0.02,0.00,0.01,0.61,0.00,0.06,0.01
sad,0.38,0.02,0.00,0.01,0.48,0.00,0.10,0.01
sad,0.00,0.15,0.00,0.01,0.80,0.00,0.02,0.01
sad,0.00,0.22,0.00,0.01,0.72,0.00,0.03,0.01
sad,0.00,0.11,0.00,0.01,0.81,0.01,0.05,0.01
sad,0.00,0.02,0.00,0.00,0.98,0.00,0.00,0.00
sad,0.01,0.15,0.00,0.03,0.47,0.31,0.02,0.01
sad,0.01,0.05,0.00,0.08,0.67,0.19,0.01,0.00
sad,0.02,0.01,0.00,0.09,0.78,0.10,0.00,0.00
sad,0.02,0.00,0.00,0.23,0.51,0.24,0.00,0.00
shy,0.01,0.00,0.00,0.37,0.14,0.49,0.00,0.00
shy,0.01,0.00,0.00,0.39,0.20,0.40,0.00,0.00
shy,0.01,0.00,0.00,0.41,0.07,0.52,0.00,0.00
happy,0.01,0.00,0.00,0.35,0.29,0.35,0.00,0.00
shy,0.01,0.00,0.00,0.32,0.15,0.51,0.00,0.00
shy,0.02,0.00,0.00,0.25,0.26,0.46,0.00,0.00
sad,0.08,0.00,0.00,0.12,0.66,0.13,0.00,0.00
sad,0.05,0.00,0.00,0.08,0.82,0.06,0.00,0.00
sad,0.02,0.00,0.00,0.04,0.86,0.08,0.00,0.00
sad,0.01,0.00,0.00,0.01,0.95,0.02,0.00,0.00
sad,0.00,0.00,0.00,0.00,0.97,0.02,0.00,0.00
sad,0.01,0.00,0.00,0.01,0.96,0.03,0.00,0.00
sad,0.04,0.00,0.00,0.03,0.77,0.14,0.01,0.00
sad,0.04,0.00,0.00,0.03,0.71,0.18,0.03,0.01
angry,0.33,0.00,0.00,0.04,0.17,0.10,0.05,0.31
surprised,0.26,0.00,0.00,0.01,0.07,0.02,0.23,0.40
stressed,0.28,0.00,0.00,0.01,0.05,0.01,0.59,0.05
stressed,0.33,0.00,0.00,0.00,0.01,0.01,0.63,0.01
stressed,0.02,0.00,0.01,0.00,0.01,0.00,0.90,0.05
stressed,0.02,0.00,0.01,0.00,0.01,0.00,0.94,0.02
stressed,0.17,0.04,0.01,0.00,0.01,0.00,0.75,0.02
stressed,0.06,0.01,0.01,0.00,0.00,0.00,0.92,0.00
stressed,0.05,0.02,0.01,0.00,0.00,0.00,0.91,0.00
stressed,0.49,0.00,0.00,0.00,0.00,0.00,0.49,0.01
angry,0.50,0.00,0.01,0.00,0.00,0.00,0.47,0.01
angry,0.68,0.00,0.00,0.05,0.01,0.08,0.07,0.10
angry,0.47,0.00,0.00,0.07,0.07,0.34,0.02,0.04
angry,0.52,0.00,0.00,0.01,0.30,0.15,0.01,0.00
sad,0.02,0.00,0.00,0.00,0.93,0.00,0.00,0.05
sad,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00
sad,0.00,0.00,0.00,0.00,0.99,0.00,0.00,0.00
sad,0.00,0.00,0.00,0.00,0.99,0.00,0.00,0.00
sad,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00
sad,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00
sad,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00
sad,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00
sad,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00
sad,0.01,0.01,0.00,0.00,0.99,0.00,0.00,0.00
sad,0.00,0.00,0.00,0.00,0.99,0.00,0.00,0.00
sad,0.12,0.03,0.00,0.02,0.71,0.05,0.01,0.06
angry,0.41,0.01,0.00,0.02,0.33,0.04,0.02,0.17
angry,0.83,0.01,0.00,0.06,0.10,0.00,0.00,0.00
sad,0.42,0.01,0.00,0.12,0.45,0.00,0.00,0.00
angry,0.97,0.00,0.02,0.00,0.00,0.00,0.00,0.00
angry,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
angry,0.85,0.00,0.14,0.00,0.00,0.00,0.00,0.00
angry,0.60,0.00,0.40,0.00,0.00,0.00,0.00,0.00
angry,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
angry,0.97,0.00,0.03,0.00,0.00,0.00,0.00,0.00
angry,0.57,0.01,0.32,0.00,0.00,0.00,0.02,0.08
disgust,0.40,0.01,0.44,0.00,0.00,0.00,0.03,0.13
stressed,0.17,0.24,0.03,0.00,0.01,0.00,0.45,0.09
angry,0.55,0.33,0.00,0.00,0.04,0.00,0.06,0.02
bored,0.34,0.50,0.00,0.00,0.05,0.00,0.08,0.02
bored,0.06,0.56,0.00,0.00,0.02,0.00,0.36,0.00
bored,0.04,0.69,0.00,0.00,0.01,0.00,0.25,0.00
stressed,0.05,0.25,0.01,0.00,0.01,0.00,0.68,0.00
stressed,0.04,0.10,0.01,0.00,0.00,0.00,0.84,0.00
stressed,0.03,0.06,0.01,0.00,0.01,0.00,0.89,0.00
bored,0.07,0.75,0.01,0.00,0.07,0.01,0.06,0.04
angry,0.75,0.00,0.02,0.00,0.00,0.01,0.21,0.00
angry,0.89,0.00,0.00,0.03,0.08,0.00,0.00,0.00
angry,0.91,0.00,0.00,0.01,0.08,0.00,0.00,0.00
angry,0.78,0.00,0.00,0.00,0.21,0.00,0.00,0.00
angry,0.56,0.00,0.00,0.01,0.42,0.00,0.00,0.00
sad,0.42,0.00,0.00,0.00,0.57,0.00,0.00,0.00
sad,0.16,0.00,0.00,0.00,0.84,0.00,0.00,0.00
sad,0.21,0.00,0.00,0.00,0.79,0.00,0.00,0.00
sad,0.05,0.00,0.00,0.00,0.95,0.00,0.00,0.00
sad,0.02,0.00,0.00,0.00,0.98,0.00,0.00,0.00
sad,0.07,0.00,0.00,0.00,0.92,0.00,0.00,0.00
sad,0.07,0.00,0.00,0.00,0.93,0.00,0.00,0.00
sad,0.12,0.00,0.00,0.00,0.87,0.00,0.00,0.00
sad,0.06,0.01,0.01,0.01,0.92,0.01,0.00,0.00
sad,0.03,0.00,0.00,0.00,0.97,0.00,0.00,0.00
sad,0.01,0.00,0.00,0.00,0.98,0.00,0.00,0.00
sad,0.02,0.00,0.00,0.00,0.98,0.00,0.00,0.00
sad,0.01,0.00,0.00,0.00,0.99,0.00,0.00,0.00
sad,0.00,0.00,0.00,0.00,0.99,0.00,0.00,0.00
sad,0.00,0.00,0.00,0.00,0.99,0.00,0.00,0.00
sad,0.00,0.00,0.00,0.00,0.99,0.01,0.00,0.00
sad,0.00,0.00,0.00,0.00,0.98,0.01,0.00,0.00
sad,0.01,0.00,0.01,0.02,0.93,0.04,0.00,0.00
sad,0.01,0.00,0.02,0.03,0.87,0.07,0.00,0.00
sad,0.00,0.00,0.02,0.03,0.90,0.05,0.00,0.00
sad,0.03,0.00,0.08,0.09,0.67,0.14,0.00,0.00
sad,0.02,0.00,0.34,0.01,0.60,0.03,0.00,0.00
disgust,0.02,0.00,0.96,0.00,0.01,0.00,0.00,0.00
disgust,0.01,0.00,0.97,0.00,0.01,0.00,0.00,0.00
disgust,0.01,0.01,0.97,0.00,0.00,0.00,0.00,0.00
angry,0.52,0.02,0.11,0.19,0.01,0.10,0.06,0.01
sad,0.03,0.00,0.00,0.01,0.71,0.24,0.01,0.00
sad,0.00,0.00,0.00,0.00,0.87,0.12,0.01,0.00
shy,0.08,0.01,0.02,0.03,0.26,0.57,0.01,0.02
bored,0.07,0.39,0.08,0.38,0.00,0.00,0.06,0.00
happy,0.07,0.30,0.08,0.47,0.00,0.00,0.06,0.00
happy,0.01,0.09,0.00,0.89,0.00,0.00,0.01,0.00
happy,0.02,0.14,0.00,0.81,0.00,0.00,0.02,0.00
happy,0.19,0.18,0.01,0.52,0.00,0.00,0.10,0.00
happy,0.04,0.14,0.01,0.76,0.00,0.00,0.05,0.00
happy,0.02,0.08,0.00,0.87,0.00,0.00,0.02,0.00
happy,0.01,0.02,0.00,0.96,0.00,0.00,0.01,0.00
happy,0.01,0.03,0.01,0.94,0.00,0.00,0.02,0.00
happy,0.02,0.05,0.01,0.89,0.00,0.00,0.03,0.00
happy,0.02,0.03,0.01,0.91,0.00,0.00,0.03,0.00
happy,0.03,0.05,0.03,0.85,0.00,0.00,0.04,0.00
happy,0.04,0.07,0.04,0.79,0.00,0.00,0.06,0.00
happy,0.02,0.04,0.02,0.88,0.00,0.00,0.03,0.00
happy,0.03,0.06,0.03,0.82,0.00,0.00,0.06,0.00
happy,0.05,0.07,0.06,0.67,0.00,0.00,0.14,0.00
happy,0.04,0.06,0.05,0.73,0.00,0.00,0.11,0.00
happy,0.07,0.09,0.12,0.54,0.01,0.01,0.17,0.00
happy,0.09,0.09,0.16,0.44,0.01,0.01,0.20,0.00
disgust,0.13,0.09,0.31,0.21,0.03,0.01,0.23,0.00
happy,0.08,0.08,0.23,0.42,0.01,0.01,0.16,0.00
happy,0.08,0.11,0.26,0.37,0.01,0.01,0.16,0.00
disgust,0.13,0.05,0.46,0.15,0.02,0.01,0.17,0.01
disgust,0.14,0.02,0.63,0.05,0.02,0.01,0.12,0.00
disgust,0.07,0.00,0.83,0.00,0.07,0.00,0.02,0.00
disgust,0.07,0.00,0.81,0.01,0.03,0.02,0.04,0.00
angry,0.66,0.00,0.02,0.00,0.01,0.01,0.30,0.00
shy,0.14,0.00,0.00,0.00,0.00,0.69,0.18,0.00
shy,0.00,0.00,0.00,0.00,0.00,0.96,0.04,0.00
shy,0.00,0.00,0.00,0.00,0.00,0.94,0.06,0.00
shy,0.00,0.00,0.00,0.00,0.00,0.99,0.00,0.00
shy,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00
shy,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00
shy,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00
shy,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00
shy,0.00,0.00,0.00,0.00,0.00,0.98,0.02,0.00
shy,0.00,0.00,0.00,0.00,0.02,0.96,0.02,0.00
shy,0.06,0.00,0.00,0.02,0.17,0.69,0.06,0.00
stressed,0.23,0.00,0.00,0.01,0.10,0.31,0.35,0.00
angry,0.77,0.00,0.00,0.00,0.01,0.01,0.21,0.00
angry,0.89,0.00,0.00,0.00,0.00,0.00,0.11,0.00
angry,0.62,0.00,0.02,0.00,0.00,0.00,0.36,0.00
stressed,0.25,0.00,0.02,0.00,0.00,0.00,0.72,0.00
angry,0.49,0.01,0.06,0.00,0.00,0.03,0.40,0.00
stressed,0.21,0.01,0.13,0.00,0.01,0.05,0.59,0.00
angry,0.57,0.00,0.05,0.00,0.01,0.06,0.31,0.00
shy,0.22,0.01,0.05,0.00,0.13,0.35,0.23,0.00
sad,0.06,0.00,0.00,0.00,0.52,0.01,0.39,0.02
sad,0.01,0.00,0.00,0.00,0.98,0.00,0.00,0.01
sad,0.01,0.00,0.00,0.00,0.98,0.00,0.00,0.00
sad,0.03,0.02,0.01,0.00,0.91,0.02,0.00,0.01
sad,0.05,0.04,0.01,0.00,0.87,0.03,0.00,0.01
sad,0.03,0.01,0.00,0.00,0.95,0.01,0.00,0.00
sad,0.12,0.03,0.01,0.00,0.77,0.05,0.00,0.02
sad,0.07,0.00,0.00,0.00,0.90,0.01,0.00,0.02
sad,0.12,0.01,0.00,0.01,0.80,0.02,0.00,0.03
sad,0.18,0.02,0.01,0.01,0.66,0.04,0.00,0.08
angry,0.49,0.03,0.02,0.04,0.24,0.03,0.01,0.13
angry,0.61,0.03,0.05,0.05,0.12,0.03,0.02,0.09
angry,0.62,0.04,0.10,0.07,0.05,0.04,0.05,0.02
angry,0.52,0.04,0.17,0.03,0.03,0.11,0.09,0.01
angry,0.36,0.02,0.17,0.04,0.05,0.25,0.10,0.01
angry,0.35,0.02,0.15,0.08,0.13,0.19,0.06,0.02
angry,0.46,0.01,0.20,0.03,0.02,0.21,0.08,0.00
angry,0.45,0.02,0.15,0.02,0.03,0.27,0.06,0.01
angry,0.60,0.02,0.16,0.02,0.06,0.09,0.04,0.01
angry,0.49,0.01,0.12,0.05,0.11,0.12,0.07,0.02
angry,0.96,0.00,0.00,0.00,0.02,0.00,0.01,0.00
angry,0.73,0.00,0.00,0.00,0.00,0.01,0.26,0.00
angry,0.70,0.00,0.01,0.00,0.01,0.01,0.26,0.00
angry,0.55,0.00,0.02,0.00,0.00,0.01,0.43,0.00
stressed,0.37,0.00,0.02,0.00,0.00,0.00,0.61,0.00
stressed,0.02,0.00,0.02,0.00,0.00,0.00,0.96,0.00
disgust,0.03,0.00,0.59,0.00,0.00,0.01,0.37,0.00
disgust,0.08,0.00,0.92,0.00,0.00,0.00,0.00,0.00
disgust,0.01,0.00,0.99,0.00,0.00,0.00,0.00,0.00
disgust,0.06,0.00,0.89,0.00,0.00,0.00,0.04,0.01
disgust,0.01,0.00,0.99,0.00,0.00,0.00,0.00,0.00
disgust,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00
disgust,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00
disgust,0.00,0.00,0.99,0.00,0.00,0.00,0.00,0.00
surprised,0.23,0.00,0.01,0.00,0.00,0.00,0.02,0.73
surprised,0.01,0.00,0.02,0.00,0.00,0.00,0.01,0.95
angry,0.95,0.05,0.00,0.00,0.00,0.00,0.00,0.00
angry,0.95,0.05,0.00,0.00,0.00,0.00,0.00,0.00
angry,0.89,0.10,0.00,0.00,0.00,0.00,0.00,0.00
bored,0.41,0.41,0.00,0.00,0.02,0.00,0.07,0.09
surprised,0.01,0.01,0.02,0.00,0.00,0.00,0.06,0.91
disgust,0.00,0.00,0.65,0.00,0.00,0.00,0.15,0.19
surprised,0.03,0.00,0.05,0.00,0.00,0.00,0.01,0.92
surprised,0.07,0.00,0.03,0.00,0.00,0.00,0.01,0.89
surprised,0.07,0.00,0.02,0.00,0.00,0.00,0.00,0.91
surprised,0.01,0.00,0.18,0.00,0.00,0.00,0.00,0.80
surprised,0.02,0.00,0.05,0.00,0.00,0.00,0.00,0.92
surprised,0.02,0.00,0.20,0.00,0.00,0.00,0.02,0.77
disgust,0.00,0.00,0.96,0.00,0.00,0.00,0.00,0.04
surprised,0.20,0.00,0.03,0.00,0.00,0.00,0.00,0.77
disgust,0.19,0.00,0.80,0.00,0.00,0.00,0.00,0.00
angry,0.93,0.00,0.07,0.00,0.00,0.00,0.00,0.00
angry,0.88,0.00,0.12,0.00,0.00,0.00,0.00,0.00
angry,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
angry,0.97,0.00,0.03,0.00,0.00,0.00,0.00,0.00
angry,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
angry,0.97,0.00,0.03,0.00,0.00,0.00,0.00,0.00
angry,0.99,0.00,0.01,0.00,0.00,0.00,0.00,0.00
angry,0.87,0.00,0.13,0.00,0.00,0.00,0.00,0.00
angry,0.94,0.00,0.06,0.00,0.00,0.00,0.00,0.00
angry,0.99,0.00,0.01,0.00,0.00,0.00,0.00,0.00
angry,0.96,0.00,0.00,0.00,0.00,0.00,0.03,0.00
angry,0.84,0.00,0.00,0.01,0.00,0.03,0.12,0.00
surprised,0.20,0.00,0.00,0.00,0.08,0.02,0.12,0.57
